Accident_ID,Date,City,Area,Latitude,Longitude,Weather_Condition,Road_Type,Vehicle_Type,Traffic_Level,Light_Condition,Speed_kmph,Driver_Age,Alcohol_Involved,Seatbelt_Helmet_Used,Number_of_Vehicles,Casualties,Accident_Severity
BRD01532,2025-01-22,Vadodara,Makarpura,22.341147,73.160333,Rainy,Residential,Car,High,Night,65,60,0,1,2,2,Medium
BRD01533,2024-08-08,Vadodara,Sayajigunj,22.25988,73.199487,Fog,Highway,Auto,High,Night,48,24,0,0,1,0,Low
BRD01534,2025-03-11,Vadodara,Alkapuri,22.255669,73.186084,Rainy,City Road,Car,High,Daylight,93,59,0,0,2,6,High
BRD01535,2025-01-18,Vadodara,Akota,22.316477,73.236754,Clear,Highway,Truck,Low,Evening,34,27,1,1,5,2,Low
BRD01536,2024-02-23,Vadodara,Tarsali,22.32577,73.179626,Cloudy,Flyover,Auto,Medium,Evening,63,21,1,1,3,0,Low
BRD01537,2025-02-10,Vadodara,Sayajigunj,22.273096,73.23921,Rainy,Residential,Bus,High,Evening,25,51,1,0,3,0,Low
BRD01538,2024-07-24,Vadodara,Akota,22.372945,73.159894,Fog,Flyover,Bike,High,Evening,74,45,0,0,3,5,High
BRD01539,2025-01-01,Vadodara,Sayajigunj,22.355126,73.126857,Rainy,City Road,Car,Low,Daylight,103,37,0,0,3,1,Medium
BRD01540,2024-04-21,Vadodara,Tarsali,22.376435,73.142211,Rainy,Residential,Auto,High,Evening,57,62,0,0,4,4,Medium
BRD01541,2024-11-08,Vadodara,Harni,22.376979,73.141653,Cloudy,Highway,Car,Low,Evening,77,62,0,0,5,4,Medium
BRD01542,2024-08-04,Vadodara,Sayajigunj,22.252722,73.203228,Clear,City Road,Bike,Low,Daylight,53,18,1,0,2,3,Low
BRD01543,2024-04-06,Vadodara,Sama,22.262527,73.148265,Fog,Highway,Truck,Low,Daylight,94,35,0,0,5,3,Medium
BRD01544,2024-03-23,Vadodara,Sayajigunj,22.359519,73.192392,Clear,Highway,Bike,Medium,Night,95,43,1,0,4,5,Medium
BRD01545,2025-03-08,Vadodara,Nizampura,22.379083,73.131021,Cloudy,Residential,Car,Low,Daylight,54,48,1,0,5,1,Low
BRD01546,2025-05-08,Vadodara,Nizampura,22.368697,73.212506,Fog,Residential,Car,High,Night,39,47,0,0,4,5,Medium
BRD01547,2024-04-07,Vadodara,Karelibaug,22.336297,73.218665,Fog,City Road,Car,Low,Evening,25,56,0,0,5,0,Low
BRD01548,2025-01-12,Vadodara,Harni,22.344682,73.109495,Rainy,Residential,Truck,Medium,Evening,48,65,0,1,4,3,Low
BRD01549,2024-01-23,Vadodara,Sayajigunj,22.348217,73.208503,Cloudy,City Road,Bike,Medium,Evening,37,52,0,1,2,5,Low
BRD01550,2024-11-06,Vadodara,Fatehgunj,22.374348,73.117517,Clear,Highway,Truck,High,Evening,41,44,0,1,3,3,Low
BRD01551,2024-01-09,Vadodara,Vasna,22.356848,73.122601,Cloudy,Residential,Bus,Low,Night,119,62,1,1,2,5,Medium
BRD01552,2024-06-14,Vadodara,Fatehgunj,22.276538,73.192511,Fog,City Road,Truck,High,Night,37,32,1,1,1,1,Medium
BRD01553,2024-10-23,Vadodara,Sama,22.329018,73.166758,Cloudy,Residential,Car,High,Evening,63,44,1,1,1,1,Medium
BRD01554,2024-09-05,Vadodara,Alkapuri,22.323117,73.182987,Cloudy,Residential,Truck,High,Evening,104,61,1,1,5,3,Medium
BRD01555,2024-10-19,Vadodara,Akota,22.302732,73.11129,Fog,City Road,Auto,High,Evening,104,37,0,1,4,6,High
BRD01556,2025-04-28,Vadodara,Makarpura,22.294637,73.1598,Rainy,Highway,Bus,Medium,Night,83,55,0,1,3,4,Medium
BRD01557,2024-12-05,Vadodara,Makarpura,22.31692,73.159175,Fog,Highway,Truck,Low,Daylight,102,25,0,0,4,1,Medium
BRD01558,2024-07-23,Vadodara,Akota,22.321874,73.23526,Rainy,Highway,Auto,Medium,Daylight,30,35,1,1,5,3,Low
BRD01559,2025-03-25,Vadodara,Nizampura,22.324507,73.128493,Clear,Highway,Truck,Low,Night,25,37,0,1,3,4,Low
BRD01560,2025-03-19,Vadodara,Gotri,22.251894,73.238818,Clear,Residential,Truck,High,Daylight,69,21,0,0,1,3,Medium
BRD01561,2024-12-13,Vadodara,Sayajigunj,22.263237,73.233291,Fog,Flyover,Car,High,Daylight,74,40,1,1,1,6,High
BRD01562,2024-08-12,Vadodara,Nizampura,22.336446,73.23458,Fog,Flyover,Bus,High,Night,49,54,0,1,1,6,Medium
BRD01563,2024-07-31,Vadodara,Makarpura,22.354474,73.104685,Clear,City Road,Bus,High,Night,85,62,0,0,2,1,Medium
BRD01564,2024-03-08,Vadodara,Harni,22.32739,73.10649,Fog,Residential,Truck,Medium,Evening,63,39,1,1,3,2,Medium
BRD01565,2024-03-13,Vadodara,Tarsali,22.351155,73.117524,Rainy,Flyover,Auto,Medium,Evening,29,45,1,0,3,3,Low
BRD01566,2024-04-02,Vadodara,Manjalpur,22.329168,73.149768,Cloudy,City Road,Truck,Low,Night,48,19,1,1,3,6,Low
BRD01567,2024-05-27,Vadodara,Makarpura,22.352111,73.155855,Cloudy,City Road,Auto,Medium,Night,63,38,0,0,2,4,Medium
BRD01568,2025-03-01,Vadodara,Manjalpur,22.376028,73.14312,Rainy,Flyover,Car,Medium,Daylight,25,28,0,0,2,3,Low
BRD01569,2025-04-29,Vadodara,Manjalpur,22.370967,73.110198,Cloudy,Residential,Car,Low,Evening,109,27,1,1,2,1,Medium
BRD01570,2024-10-06,Vadodara,Vasna,22.28203,73.151976,Cloudy,Flyover,Truck,Medium,Evening,93,38,0,0,5,5,Medium
BRD01571,2024-06-26,Vadodara,Karelibaug,22.342664,73.146894,Fog,Residential,Bike,Low,Evening,112,38,1,1,5,6,High
BRD01572,2024-06-21,Vadodara,Alkapuri,22.318782,73.19551,Clear,Flyover,Truck,Medium,Evening,33,23,1,1,4,0,Low
BRD01573,2025-01-26,Vadodara,Waghodia,22.333022,73.153493,Fog,City Road,Truck,Medium,Night,85,51,1,0,4,1,Medium
BRD01574,2024-12-25,Vadodara,Tarsali,22.377398,73.168919,Clear,Flyover,Truck,Medium,Evening,99,31,0,1,2,2,Medium
BRD01575,2024-04-23,Vadodara,Gotri,22.266226,73.132666,Cloudy,Highway,Bike,High,Evening,93,30,0,0,4,0,Medium
BRD01576,2024-09-30,Vadodara,Karelibaug,22.355571,73.183522,Clear,Flyover,Car,High,Night,85,52,1,0,1,4,Medium
BRD01577,2024-06-10,Vadodara,Makarpura,22.258137,73.127231,Fog,Residential,Truck,High,Night,80,38,0,1,2,1,Medium
BRD01578,2024-09-19,Vadodara,Harni,22.362252,73.153436,Cloudy,Residential,Car,High,Night,31,35,1,1,1,0,Low
BRD01579,2025-04-22,Vadodara,Karelibaug,22.327024,73.159624,Cloudy,Highway,Truck,Medium,Daylight,120,31,1,0,5,3,Medium
BRD01580,2024-08-08,Vadodara,Akota,22.376317,73.151218,Fog,Highway,Bike,Medium,Daylight,105,21,1,1,2,6,High
BRD01581,2025-04-21,Vadodara,Makarpura,22.342153,73.124559,Clear,Highway,Auto,High,Evening,54,44,1,1,2,6,Medium
BRD01582,2025-04-25,Vadodara,Nizampura,22.350942,73.144631,Fog,Residential,Auto,Medium,Night,60,46,0,1,4,5,Medium
BRD01583,2024-06-27,Vadodara,Tarsali,22.317587,73.241817,Fog,Highway,Auto,High,Daylight,115,29,0,0,4,4,High
BRD01584,2024-12-04,Vadodara,Makarpura,22.359945,73.225789,Cloudy,City Road,Truck,High,Evening,93,52,0,1,1,4,High
BRD01585,2024-10-24,Vadodara,Nizampura,22.288902,73.244823,Cloudy,Flyover,Bike,Low,Night,67,31,1,1,2,6,Medium
BRD01586,2024-04-03,Vadodara,Vasna,22.278293,73.104453,Cloudy,Flyover,Bus,High,Evening,38,25,0,0,5,0,Low
BRD01587,2025-04-28,Vadodara,Waghodia,22.324937,73.233126,Cloudy,Highway,Auto,High,Evening,35,64,0,0,4,2,Low
BRD01588,2024-06-10,Vadodara,Karelibaug,22.322836,73.163784,Cloudy,Residential,Auto,High,Daylight,31,32,1,0,3,2,Low
BRD01589,2024-01-07,Vadodara,Tarsali,22.358697,73.147763,Clear,City Road,Bus,High,Daylight,84,65,0,0,5,5,Medium
BRD01590,2024-05-07,Vadodara,Sama,22.319243,73.227925,Rainy,Residential,Truck,High,Daylight,35,59,1,1,1,0,Low
BRD01591,2024-10-20,Vadodara,Alkapuri,22.339711,73.149214,Rainy,Highway,Auto,High,Evening,79,25,0,1,3,0,Medium
BRD01592,2024-12-31,Vadodara,Fatehgunj,22.276856,73.110452,Clear,Flyover,Auto,Low,Night,63,31,1,1,2,1,Low
BRD01593,2024-06-27,Vadodara,Nizampura,22.343681,73.160141,Cloudy,City Road,Car,Low,Night,52,33,0,0,3,5,Low
BRD01594,2024-11-20,Vadodara,Akota,22.308547,73.136947,Fog,Flyover,Bus,Medium,Night,36,33,1,0,3,2,Low
BRD01595,2024-05-28,Vadodara,Gotri,22.301075,73.201826,Fog,Highway,Car,Low,Evening,37,33,1,1,2,3,Low
BRD01596,2024-10-31,Vadodara,Sayajigunj,22.37958,73.197524,Cloudy,Residential,Bike,Low,Night,45,33,1,0,5,4,Low
BRD01597,2024-02-05,Vadodara,Sama,22.341623,73.161831,Clear,Highway,Bike,Medium,Evening,57,62,1,1,2,2,Low
BRD01598,2024-07-28,Vadodara,Sama,22.284528,73.246297,Fog,Highway,Bike,High,Daylight,106,60,0,0,4,2,High
BRD01599,2024-09-06,Vadodara,Sayajigunj,22.277109,73.120148,Rainy,Highway,Truck,Low,Evening,58,34,1,1,1,1,Low
BRD01600,2024-04-18,Vadodara,Alkapuri,22.324795,73.18627,Rainy,Highway,Bus,High,Night,65,43,1,0,5,6,High
BRD01601,2025-01-25,Vadodara,Sama,22.286169,73.19205,Rainy,Residential,Truck,Low,Night,89,40,0,0,3,4,Medium
BRD01602,2024-08-20,Vadodara,Akota,22.365475,73.103191,Cloudy,Residential,Auto,Low,Evening,87,25,0,1,3,0,Low
BRD01603,2024-10-29,Vadodara,Nizampura,22.348801,73.235172,Clear,Residential,Car,Low,Evening,64,48,1,1,5,1,Low
BRD01604,2024-07-26,Vadodara,Akota,22.348928,73.167426,Rainy,Flyover,Bike,High,Daylight,54,63,0,0,5,1,Medium
BRD01605,2025-02-26,Vadodara,Makarpura,22.363535,73.245399,Clear,City Road,Auto,Medium,Daylight,49,43,0,1,3,4,Low
BRD01606,2024-12-01,Vadodara,Sama,22.27215,73.230484,Rainy,Highway,Auto,Low,Daylight,58,64,1,1,4,0,Low
BRD01607,2024-05-23,Vadodara,Manjalpur,22.252558,73.206091,Rainy,Residential,Auto,Low,Evening,59,35,0,0,2,6,Medium
BRD01608,2024-10-09,Vadodara,Makarpura,22.259787,73.193208,Fog,Flyover,Bike,Medium,Evening,55,27,0,1,5,6,Medium
BRD01609,2025-01-11,Vadodara,Nizampura,22.311707,73.211661,Cloudy,Flyover,Auto,Low,Night,100,31,0,0,3,5,Medium
BRD01610,2024-03-14,Vadodara,Karelibaug,22.28765,73.139752,Clear,City Road,Car,Medium,Night,63,24,0,0,1,6,Medium
BRD01611,2024-08-08,Vadodara,Manjalpur,22.33938,73.132267,Rainy,Residential,Bike,Medium,Daylight,73,52,1,1,2,4,Medium
BRD01612,2024-10-31,Vadodara,Waghodia,22.351326,73.135467,Clear,Residential,Car,Low,Daylight,29,54,1,0,4,0,Low
BRD01613,2024-08-31,Vadodara,Harni,22.290689,73.10899,Clear,Residential,Car,Low,Daylight,68,39,0,0,4,3,Low
BRD01614,2024-04-07,Vadodara,Tarsali,22.35123,73.198152,Rainy,City Road,Car,High,Daylight,84,24,0,1,5,0,Medium
BRD01615,2025-03-28,Vadodara,Manjalpur,22.335161,73.174342,Clear,City Road,Bike,High,Daylight,90,34,1,1,4,3,Medium
BRD01616,2024-03-26,Vadodara,Nizampura,22.355007,73.244662,Clear,Residential,Bike,Medium,Night,39,34,1,0,4,4,Low
BRD01617,2024-06-03,Vadodara,Akota,22.361388,73.239601,Clear,City Road,Car,Low,Night,53,27,0,1,1,6,Low
BRD01618,2025-04-11,Vadodara,Harni,22.285084,73.112342,Rainy,Highway,Auto,Medium,Night,48,37,1,1,2,1,Low
BRD01619,2024-12-11,Vadodara,Karelibaug,22.304687,73.193826,Cloudy,Flyover,Bike,High,Daylight,27,26,1,1,1,1,Low
BRD01620,2024-10-12,Vadodara,Alkapuri,22.376166,73.201569,Cloudy,Flyover,Truck,High,Evening,63,40,1,0,4,5,Medium
BRD01621,2024-10-21,Vadodara,Makarpura,22.264357,73.243262,Clear,Highway,Car,Low,Night,38,52,1,1,5,0,Low
BRD01622,2024-08-07,Vadodara,Tarsali,22.364245,73.2471,Cloudy,Residential,Car,Medium,Daylight,86,47,1,0,1,4,Medium
BRD01623,2024-01-13,Vadodara,Nizampura,22.347396,73.165748,Fog,Highway,Auto,Medium,Daylight,83,54,0,1,3,2,Medium
BRD01624,2024-01-23,Vadodara,Alkapuri,22.302476,73.210547,Rainy,City Road,Bus,Low,Evening,80,64,0,0,3,2,Medium
BRD01625,2024-09-18,Vadodara,Sayajigunj,22.285154,73.241682,Rainy,Highway,Auto,Medium,Daylight,94,25,0,1,3,2,Medium
BRD01626,2024-12-31,Vadodara,Sama,22.251265,73.109888,Fog,City Road,Car,Medium,Evening,48,64,1,0,1,1,Low
BRD01627,2025-01-24,Vadodara,Gotri,22.250257,73.103093,Fog,Residential,Car,Medium,Night,25,65,1,1,2,1,Low
BRD01628,2024-09-21,Vadodara,Nizampura,22.324326,73.216722,Clear,Highway,Bike,High,Night,25,25,1,0,1,0,Low
BRD01629,2025-01-14,Vadodara,Makarpura,22.269795,73.135265,Clear,Residential,Car,Medium,Night,97,65,1,0,4,6,Medium
BRD01630,2024-06-02,Vadodara,Nizampura,22.378569,73.242643,Clear,Residential,Bus,High,Night,118,42,0,0,1,2,Medium
BRD01631,2024-05-21,Vadodara,Makarpura,22.278485,73.165184,Clear,Highway,Car,High,Night,100,23,0,0,3,4,High
BRD01632,2024-11-26,Vadodara,Waghodia,22.340259,73.149459,Clear,City Road,Auto,High,Night,102,27,0,0,3,4,High
BRD01633,2024-06-14,Vadodara,Tarsali,22.281093,73.161931,Clear,Highway,Bus,Low,Night,71,42,1,1,5,1,Low
BRD01634,2024-03-16,Vadodara,Vasna,22.256977,73.108784,Fog,City Road,Truck,Medium,Evening,80,64,0,0,5,3,Medium
BRD01635,2025-04-16,Vadodara,Karelibaug,22.33484,73.177001,Clear,Flyover,Bike,High,Daylight,89,43,0,0,5,1,Medium
BRD01636,2024-05-14,Vadodara,Vasna,22.292219,73.120391,Fog,City Road,Truck,High,Evening,33,30,1,1,2,3,Medium
BRD01637,2024-01-05,Vadodara,Akota,22.261335,73.192963,Rainy,City Road,Auto,Medium,Evening,83,39,0,0,4,0,Low
BRD01638,2024-11-19,Vadodara,Waghodia,22.294974,73.102685,Clear,Residential,Bike,High,Daylight,47,21,1,0,2,6,Medium
BRD01639,2024-01-13,Vadodara,Alkapuri,22.261083,73.184234,Clear,City Road,Bus,Medium,Daylight,79,19,0,0,2,3,Low
BRD01640,2024-08-06,Vadodara,Manjalpur,22.29561,73.118764,Rainy,Flyover,Auto,High,Evening,119,41,0,1,4,5,High
BRD01641,2025-01-30,Vadodara,Vasna,22.368748,73.213088,Cloudy,Flyover,Bus,Medium,Evening,53,20,1,0,2,6,Low
BRD01642,2024-11-20,Vadodara,Akota,22.299767,73.244959,Cloudy,Highway,Auto,Medium,Daylight,53,39,0,0,3,6,Low
BRD01643,2024-11-16,Vadodara,Gotri,22.375325,73.146369,Cloudy,City Road,Truck,High,Daylight,120,40,1,0,4,6,High
BRD01644,2025-04-26,Vadodara,Waghodia,22.348392,73.212418,Cloudy,City Road,Bus,High,Evening,46,29,1,1,1,1,Low
BRD01645,2024-07-17,Vadodara,Waghodia,22.371145,73.217476,Cloudy,City Road,Car,Medium,Night,115,22,1,1,5,6,Medium
BRD01646,2024-11-15,Vadodara,Akota,22.31153,73.22448,Cloudy,City Road,Auto,High,Daylight,59,58,0,1,1,6,Medium
BRD01647,2024-09-18,Vadodara,Akota,22.315078,73.172506,Clear,Flyover,Car,Medium,Daylight,38,33,1,1,2,6,Low
BRD01648,2024-08-02,Vadodara,Vasna,22.348007,73.182153,Fog,Highway,Car,Low,Daylight,64,39,1,1,5,5,Medium
BRD01649,2024-10-21,Vadodara,Tarsali,22.272369,73.245484,Fog,Flyover,Truck,Low,Evening,70,23,0,0,5,2,Medium
BRD01650,2024-02-11,Vadodara,Nizampura,22.269078,73.137362,Cloudy,Residential,Car,Low,Night,94,32,1,1,5,4,Medium
BRD01651,2024-09-21,Vadodara,Akota,22.326269,73.162966,Rainy,Highway,Bus,High,Night,33,34,0,1,1,4,Medium
BRD01652,2024-03-23,Vadodara,Sama,22.364161,73.14665,Clear,Flyover,Bike,Low,Evening,48,29,0,0,1,0,Low
BRD01653,2025-01-15,Vadodara,Nizampura,22.305105,73.223569,Cloudy,City Road,Bus,Low,Daylight,64,24,1,0,1,4,Medium
BRD01654,2024-04-13,Vadodara,Manjalpur,22.327308,73.182614,Rainy,Highway,Bike,Low,Daylight,32,35,0,0,2,5,Medium
BRD01655,2024-02-24,Vadodara,Tarsali,22.339682,73.212131,Fog,Residential,Auto,Medium,Night,39,20,0,1,2,1,Low
BRD01656,2025-05-15,Vadodara,Tarsali,22.378781,73.208264,Fog,Flyover,Bike,High,Evening,116,59,1,1,5,4,High
BRD01657,2024-03-02,Vadodara,Manjalpur,22.276784,73.165632,Fog,City Road,Truck,Medium,Evening,26,28,0,0,4,5,Medium
BRD01658,2025-03-20,Vadodara,Sama,22.307673,73.211702,Rainy,Residential,Car,High,Night,92,56,0,0,4,5,High
BRD01659,2024-01-15,Vadodara,Nizampura,22.339734,73.11666,Clear,Residential,Car,Medium,Daylight,38,30,1,1,4,3,Low
BRD01660,2024-09-05,Vadodara,Waghodia,22.358875,73.106048,Cloudy,Residential,Auto,Low,Daylight,93,18,0,1,5,1,Medium
BRD01661,2024-10-08,Vadodara,Waghodia,22.351969,73.169828,Clear,Highway,Bike,High,Daylight,117,59,1,1,2,5,High
BRD01662,2024-03-24,Vadodara,Sama,22.2658,73.187762,Rainy,Residential,Auto,Low,Evening,75,42,1,1,3,1,Medium
BRD01663,2024-07-18,Vadodara,Tarsali,22.307523,73.202396,Cloudy,Highway,Bus,High,Evening,85,62,0,0,5,0,Low
BRD01664,2024-02-15,Vadodara,Waghodia,22.257139,73.117316,Fog,Residential,Truck,High,Daylight,120,42,0,0,4,1,High
BRD01665,2024-01-24,Vadodara,Sama,22.334341,73.215027,Clear,City Road,Truck,Low,Daylight,50,62,0,0,5,2,Low
BRD01666,2024-05-29,Vadodara,Nizampura,22.258575,73.103538,Rainy,Flyover,Bike,Medium,Evening,94,45,0,0,3,6,High
BRD01667,2024-07-07,Vadodara,Manjalpur,22.299017,73.207954,Rainy,Residential,Truck,Low,Night,43,63,0,0,5,0,Low
BRD01668,2024-02-16,Vadodara,Manjalpur,22.250408,73.102561,Fog,Highway,Truck,Low,Night,64,44,1,0,4,4,Medium
BRD01669,2024-05-06,Vadodara,Nizampura,22.293805,73.211669,Cloudy,Highway,Car,Low,Evening,65,22,1,1,3,3,Low
BRD01670,2024-07-09,Vadodara,Tarsali,22.323162,73.176003,Clear,Flyover,Truck,Low,Night,54,27,1,0,5,4,Low
BRD01671,2024-07-15,Vadodara,Alkapuri,22.269956,73.218015,Cloudy,Residential,Truck,Low,Night,54,45,1,1,2,5,Low
BRD01672,2024-02-22,Vadodara,Alkapuri,22.30989,73.109172,Clear,Residential,Bike,Medium,Night,33,42,1,1,5,3,Low
BRD01673,2024-02-01,Vadodara,Gotri,22.262701,73.147708,Rainy,City Road,Auto,Medium,Daylight,110,29,1,1,1,5,High
BRD01674,2024-08-23,Vadodara,Makarpura,22.273539,73.107472,Fog,City Road,Truck,High,Night,66,43,1,0,4,5,High
BRD01675,2024-06-02,Vadodara,Alkapuri,22.30833,73.164292,Rainy,City Road,Bike,High,Night,91,59,1,0,2,6,High
BRD01676,2025-04-27,Vadodara,Waghodia,22.277072,73.182273,Cloudy,Residential,Bus,Low,Night,115,62,0,1,5,1,Medium
BRD01677,2025-01-04,Vadodara,Nizampura,22.358666,73.191107,Rainy,Residential,Bike,Low,Night,92,51,1,0,2,3,Medium
BRD01678,2024-07-08,Vadodara,Tarsali,22.280591,73.100904,Clear,Highway,Auto,High,Evening,67,27,1,0,5,6,Medium
BRD01679,2024-11-01,Vadodara,Sama,22.308418,73.242732,Cloudy,Highway,Truck,High,Daylight,35,61,1,1,4,2,Low
BRD01680,2024-10-31,Vadodara,Fatehgunj,22.314975,73.15085,Clear,Flyover,Car,High,Night,85,22,0,0,5,4,Medium
BRD01681,2024-04-17,Vadodara,Sama,22.302317,73.225594,Fog,Residential,Car,Low,Daylight,48,21,0,0,2,3,Low
BRD01682,2024-02-08,Vadodara,Sama,22.310423,73.155649,Cloudy,Residential,Bus,Low,Evening,38,25,1,0,4,6,Low
BRD01683,2024-11-11,Vadodara,Nizampura,22.298353,73.143343,Rainy,Residential,Auto,Low,Evening,62,32,0,1,2,1,Medium
BRD01684,2024-04-16,Vadodara,Harni,22.361342,73.126876,Clear,Highway,Car,Medium,Evening,99,44,0,0,3,0,Low
BRD01685,2024-09-10,Vadodara,Sama,22.260066,73.163345,Rainy,Highway,Bike,High,Night,75,47,0,0,1,2,Medium
BRD01686,2024-01-21,Vadodara,Waghodia,22.339083,73.241204,Cloudy,Flyover,Auto,Low,Daylight,82,31,0,1,4,6,Medium
BRD01687,2024-10-22,Vadodara,Gotri,22.360866,73.229454,Rainy,Residential,Car,Medium,Evening,60,35,1,1,2,3,Low
BRD01688,2024-01-17,Vadodara,Vasna,22.301701,73.239444,Clear,Flyover,Bike,High,Daylight,53,40,1,0,5,4,Medium
BRD01689,2024-03-06,Vadodara,Fatehgunj,22.341093,73.248696,Rainy,Residential,Car,High,Evening,102,23,0,0,4,1,High
BRD01690,2024-06-01,Vadodara,Tarsali,22.323218,73.164386,Rainy,City Road,Bus,Medium,Evening,108,44,1,1,3,0,Medium
BRD01691,2024-11-25,Vadodara,Akota,22.296267,73.130811,Rainy,Residential,Truck,Medium,Evening,46,65,1,0,4,4,Medium
BRD01692,2024-06-03,Vadodara,Sama,22.250363,73.212228,Clear,Flyover,Bus,High,Daylight,94,28,0,0,1,3,Medium
BRD01693,2024-04-05,Vadodara,Tarsali,22.260108,73.155711,Rainy,Flyover,Car,High,Evening,30,20,1,1,5,1,Medium
BRD01694,2025-04-05,Vadodara,Karelibaug,22.295304,73.128864,Clear,City Road,Car,High,Daylight,53,28,0,1,1,1,Low
BRD01695,2025-02-16,Vadodara,Waghodia,22.294727,73.246014,Clear,Highway,Auto,Low,Evening,72,32,1,1,3,5,Medium
BRD01696,2024-09-15,Vadodara,Sama,22.32207,73.184039,Clear,City Road,Auto,Low,Daylight,76,33,0,0,3,4,Medium
BRD01697,2024-08-06,Vadodara,Karelibaug,22.250942,73.180611,Rainy,Flyover,Auto,Medium,Evening,45,65,0,0,2,4,Medium
BRD01698,2025-03-26,Vadodara,Harni,22.257479,73.217011,Fog,Residential,Truck,Medium,Evening,36,56,0,0,1,1,Low
BRD01699,2024-04-11,Vadodara,Manjalpur,22.312546,73.146349,Rainy,Flyover,Truck,Low,Daylight,88,22,0,1,2,3,Medium
BRD01700,2024-04-14,Vadodara,Fatehgunj,22.294447,73.247898,Fog,Highway,Auto,High,Daylight,36,29,1,1,1,4,Medium
BRD01701,2024-04-28,Vadodara,Vasna,22.302102,73.241623,Rainy,Flyover,Bus,Low,Night,86,27,1,1,4,2,Medium
BRD01702,2025-03-31,Vadodara,Harni,22.305344,73.167285,Clear,City Road,Bike,Low,Daylight,114,54,0,1,3,0,Low
BRD01703,2024-03-26,Vadodara,Vasna,22.263766,73.153075,Rainy,City Road,Truck,Medium,Night,32,18,1,0,3,1,Low
BRD01704,2024-10-24,Vadodara,Makarpura,22.263659,73.135664,Rainy,Highway,Auto,High,Night,42,49,1,0,3,0,Low
BRD01705,2024-12-20,Vadodara,Vasna,22.282672,73.119694,Cloudy,Highway,Auto,High,Evening,41,33,1,1,5,2,Low
BRD01706,2025-04-19,Vadodara,Alkapuri,22.289326,73.18141,Clear,Residential,Bike,High,Night,48,49,1,0,2,5,Medium
BRD01707,2024-10-12,Vadodara,Sayajigunj,22.296058,73.153695,Rainy,Highway,Car,Low,Night,100,47,1,1,3,4,High
BRD01708,2024-09-14,Vadodara,Tarsali,22.35197,73.210286,Clear,City Road,Auto,High,Daylight,67,38,1,1,2,5,Medium
BRD01709,2024-09-17,Vadodara,Akota,22.301727,73.118799,Cloudy,City Road,Truck,Low,Night,27,31,1,1,1,5,Low
BRD01710,2024-03-29,Vadodara,Karelibaug,22.363045,73.101293,Cloudy,Highway,Auto,Low,Daylight,96,40,1,0,3,1,Medium
BRD01711,2024-04-06,Vadodara,Harni,22.348862,73.232122,Cloudy,Highway,Bike,Low,Daylight,95,28,0,1,1,3,Medium
BRD01712,2024-10-31,Vadodara,Alkapuri,22.352448,73.190823,Fog,Residential,Bus,High,Daylight,98,62,1,0,2,1,High
BRD01713,2025-04-15,Vadodara,Sama,22.365941,73.224205,Cloudy,Highway,Auto,Medium,Night,25,45,0,0,1,2,Low
BRD01714,2024-01-10,Vadodara,Vasna,22.280108,73.111231,Cloudy,Highway,Auto,Medium,Daylight,107,33,1,0,5,0,Low
BRD01715,2025-03-04,Vadodara,Fatehgunj,22.262174,73.242446,Rainy,City Road,Bus,Low,Daylight,45,62,0,1,1,2,Low
BRD01716,2024-01-20,Vadodara,Waghodia,22.301997,73.160035,Rainy,Residential,Bike,Medium,Night,87,45,0,1,3,5,Medium
BRD01717,2025-04-25,Vadodara,Waghodia,22.251342,73.185866,Rainy,City Road,Bus,High,Daylight,92,30,1,1,1,5,High
BRD01718,2025-03-14,Vadodara,Gotri,22.337529,73.130838,Cloudy,City Road,Bus,Medium,Daylight,109,18,1,1,1,1,Medium
BRD01719,2025-01-01,Vadodara,Manjalpur,22.300582,73.141403,Cloudy,Flyover,Bike,Medium,Evening,42,30,1,0,4,1,Low
BRD01720,2024-07-04,Vadodara,Fatehgunj,22.373633,73.234144,Cloudy,Highway,Bus,High,Evening,74,31,1,1,2,4,Medium
BRD01721,2024-02-05,Vadodara,Fatehgunj,22.292613,73.151027,Clear,Residential,Bike,Medium,Daylight,79,49,0,0,3,6,Medium
BRD01722,2024-10-13,Vadodara,Gotri,22.307889,73.139991,Rainy,Flyover,Bike,Low,Night,46,28,0,1,3,2,Low
BRD01723,2025-02-25,Vadodara,Sayajigunj,22.324438,73.167295,Cloudy,Highway,Car,Medium,Night,50,36,1,0,4,4,Low
BRD01724,2024-01-22,Vadodara,Akota,22.339468,73.125943,Rainy,Residential,Truck,Medium,Daylight,96,59,0,0,5,4,High
BRD01725,2024-06-21,Vadodara,Makarpura,22.365133,73.172256,Fog,Flyover,Car,Low,Daylight,89,43,1,0,3,6,Medium
BRD01726,2024-04-22,Vadodara,Fatehgunj,22.319372,73.139278,Clear,Residential,Bike,Low,Night,99,49,1,0,3,6,Medium
BRD01727,2024-05-14,Vadodara,Akota,22.277596,73.107684,Rainy,Residential,Bike,Medium,Evening,89,46,1,1,3,4,Medium
BRD01728,2025-03-24,Vadodara,Sayajigunj,22.348152,73.16062,Cloudy,Highway,Truck,Medium,Evening,41,37,0,1,5,5,Low
BRD01729,2024-08-31,Vadodara,Vasna,22.271702,73.226468,Clear,Highway,Auto,Low,Night,44,39,0,1,5,3,Low
